step,update,loss,policy_loss,value_loss,entropy,approx_kl,eval_mean_return,win_rate,draw_rate,loss_rate,mean_len
2560,10,0.19676610827445984,-0.0286464411765337,0.4508250951766968,0.686849057674408,1.1641532182693481e-09,-0.189,0.37925,0.0525,0.56825,1.0
5120,20,0.13434027135372162,-0.06713192164897919,0.4029443860054016,0.657873809337616,8.149072527885437e-09,-0.189,0.37925,0.0525,0.56825,1.0
7680,30,0.11641848087310791,-0.08466869592666626,0.40217435359954834,0.5658724904060364,9.313225746154785e-10,-0.189,0.37925,0.0525,0.56825,1.0
10240,40,0.11917122453451157,-0.1111689880490303,0.46068042516708374,0.41681918501853943,8.149072527885437e-09,-0.189,0.37925,0.0525,0.56825,1.0
12800,50,0.15639327466487885,-0.06344754993915558,0.43968164920806885,0.29297876358032227,5.587935447692871e-09,-0.189,0.37925,0.0525,0.56825,1.0
15360,60,0.2245044857263565,0.01855411008000374,0.41190075874328613,0.21238172054290771,6.752088665962219e-09,-0.189,0.37925,0.0525,0.56825,1.0
17920,70,0.19056804478168488,-0.0062182266265153885,0.39357253909111023,0.16806869208812714,7.450580596923828e-09,-0.189,0.37925,0.0525,0.56825,1.0
20480,80,0.17394720017910004,-0.012346792966127396,0.37258797883987427,0.14349976181983948,4.656612873077393e-10,-0.189,0.37925,0.0525,0.56825,1.0
23040,90,0.19143320620059967,-0.0007319087162613869,0.38433024287223816,0.13295601308345795,6.05359673500061e-09,-0.189,0.37925,0.0525,0.56825,1.0
25600,100,0.14675310254096985,-0.043738190084695816,0.38098257780075073,0.13502275943756104,9.313225746154785e-10,-0.189,0.37925,0.0525,0.56825,1.0
28160,110,0.13365615904331207,-0.0457402765750885,0.35879287123680115,0.1329074501991272,1.3969838619232178e-09,-0.189,0.37925,0.0525,0.56825,1.0
30720,120,0.15167459845542908,-0.02627236396074295,0.35589390993118286,0.15066392719745636,2.3283064365386963e-09,-0.189,0.37925,0.0525,0.56825,1.0
33280,130,0.16056448221206665,-0.0071794986724853516,0.335487961769104,0.1774248480796814,1.4202669262886047e-08,-0.189,0.37925,0.0525,0.56825,1.0
35840,140,0.1156461089849472,-0.06166024133563042,0.35461270809173584,0.21860003471374512,5.3551048040390015e-09,-0.189,0.37925,0.0525,0.56825,1.0
38400,150,0.1756027787923813,-0.014896387234330177,0.3809983432292938,0.2636678218841553,3.841705620288849e-09,-0.189,0.37925,0.0525,0.56825,1.0
40960,160,0.22666522860527039,0.0521109439432621,0.34910857677459717,0.29027265310287476,5.122274160385132e-09,-0.189,0.37925,0.0525,0.56825,1.0
43520,170,0.15506477653980255,-0.0018603792414069176,0.3138503134250641,0.3291643261909485,3.4924596548080444e-10,-0.189,0.37925,0.0525,0.56825,1.0
46080,180,0.24308353662490845,0.05769111588597298,0.37078484892845154,0.3440169095993042,1.862645149230957e-09,-0.1694,0.3885,0.0536,0.5579,1.02865
48640,190,0.15382739901542664,-0.018410027027130127,0.3444748520851135,0.4052894115447998,1.234002411365509e-08,-0.13275,0.4013,0.06465,0.53405,1.1338
51200,200,0.1422359049320221,-0.019688524305820465,0.3238488435745239,0.44340580701828003,2.3283064365386963e-10,-0.0894,0.4147,0.0812,0.5041,1.32005
53760,210,0.15658320486545563,-0.019725969061255455,0.35261833667755127,0.4610431492328644,8.149072527885437e-10,-0.06975,0.41945,0.09135,0.4892,1.43435
56320,220,0.05606307089328766,-0.1073213666677475,0.3267688751220703,0.39692556858062744,1.7462298274040222e-09,-0.0613,0.4195,0.0997,0.4808,1.58685
58880,230,0.18141648173332214,0.007450496777892113,0.34793198108673096,0.3291930556297302,3.4924596548080444e-10,-0.0557,0.42245,0.0994,0.47815,1.5526
61440,240,0.1334879845380783,-0.04125261306762695,0.3494811952114105,0.3165368437767029,5.471520125865936e-09,-0.0622,0.41955,0.0987,0.48175,1.54085
64000,250,0.11260685324668884,-0.06139438971877098,0.34800249338150024,0.29100775718688965,5.820766091346741e-09,-0.05645,0.4216,0.10035,0.47805,1.5582
66560,260,0.10977441072463989,-0.046858008950948715,0.3132648468017578,0.2760983407497406,9.313225746154785e-10,-0.06155,0.4182,0.10205,0.47975,1.5856
69120,270,0.08711656928062439,-0.07114878296852112,0.316530704498291,0.24628251791000366,3.841705620288849e-09,-0.05975,0.41965,0.10095,0.4794,1.5619
71680,280,0.14293649792671204,-0.019384149461984634,0.32464128732681274,0.212736114859581,1.7462298274040222e-09,-0.0576,0.4205,0.1014,0.4781,1.56525
74240,290,0.23446866869926453,0.04699402302503586,0.37494930624961853,0.22911250591278076,2.3283064365386963e-10,-0.06145,0.4193,0.09995,0.48075,1.55215
76800,300,0.14176079630851746,-0.02761751040816307,0.33875662088394165,0.21464774012565613,5.3551048040390015e-09,-0.0593,0.42215,0.0964,0.48145,1.50865
79360,310,0.15174144506454468,-0.023936090990900993,0.35135507583618164,0.20792913436889648,2.3283064365386963e-10,-0.06315,0.4194,0.09805,0.48255,1.5479
81920,320,0.15574657917022705,-0.005587570369243622,0.32266831398010254,0.19444973766803741,8.149072527885437e-10,-0.05995,0.4205,0.09905,0.48045,1.5736
84480,330,0.1771652102470398,0.0005856789648532867,0.3531590700149536,0.17844057083129883,1.979060471057892e-09,-0.0578,0.4218,0.0986,0.4796,1.55675
87040,340,0.13539060950279236,-0.036014266312122345,0.3428097367286682,0.2085368037223816,2.9103830456733704e-09,-0.0613,0.42055,0.0976,0.48185,1.5323
89600,350,0.1544790267944336,-0.014163175597786903,0.3372844159603119,0.18124347925186157,2.9103830456733704e-09,-0.05965,0.42105,0.09825,0.4807,1.545
92160,360,0.10693734139204025,-0.06197292357683182,0.33782052993774414,0.1788633167743683,1.1292286217212677e-08,-0.05285,0.4236,0.09995,0.47645,1.57555
94720,370,0.1674540936946869,-0.00361541286110878,0.34213900566101074,0.14650410413742065,1.280568540096283e-09,-0.0534,0.42355,0.0995,0.47695,1.55795
97280,380,0.12903748452663422,-0.03657253459095955,0.33122003078460693,0.17903880774974823,2.444721758365631e-09,-0.05555,0.42645,0.09155,0.482,1.4659
99840,390,0.20427358150482178,0.023449180647730827,0.3616487979888916,0.18986548483371735,3.958120942115784e-09,-0.05495,0.4269,0.09125,0.48185,1.4684
102400,400,0.1636085957288742,-0.002974853850901127,0.3331668972969055,0.14396457374095917,5.820766091346741e-09,-0.0562,0.42265,0.0985,0.47885,1.57355
104960,410,0.1780308485031128,0.006759334355592728,0.3425430357456207,0.1273517608642578,1.1641532182693481e-09,-0.06865,0.4147,0.10195,0.48335,1.65165
107520,420,0.179849311709404,0.0077209314331412315,0.34425675868988037,0.14335554838180542,9.19681042432785e-09,-0.06725,0.41455,0.10365,0.4818,1.62395
110080,430,0.1645130068063736,0.014355640858411789,0.300314724445343,0.10337429493665695,4.190951585769653e-09,-0.05985,0.4194,0.10135,0.47925,1.59695
112640,440,0.15294668078422546,-0.021384727209806442,0.3486628234386444,0.14128956198692322,7.450580596923828e-09,-0.0524,0.42435,0.0989,0.47675,1.5858
115200,450,0.07374966144561768,-0.08719003200531006,0.32187938690185547,0.10176580399274826,1.862645149230957e-09,-0.0525,0.4248,0.0979,0.4773,1.56665
117760,460,0.19099460542201996,0.030282428488135338,0.32142436504364014,0.11070946604013443,3.841705620288849e-09,-0.0576,0.4227,0.097,0.4803,1.54095
120320,470,0.2431710958480835,0.051296211779117584,0.38374975323677063,0.12794089317321777,2.6775524020195007e-09,-0.05395,0.4254,0.09525,0.47935,1.4999
122880,480,0.09500715881586075,-0.08455868810415268,0.35913169384002686,0.13034409284591675,8.265487849712372e-09,-0.05565,0.4272,0.08995,0.48285,1.46345
125440,490,0.16642875969409943,-0.012204631231725216,0.35726678371429443,0.12349891662597656,5.9371814131736755e-09,-0.05685,0.4254,0.09235,0.48225,1.4834
128000,500,0.1681034415960312,-0.0059534283354878426,0.3481137454509735,0.10718013346195221,5.3551048040390015e-09,-0.05635,0.42565,0.09235,0.482,1.4859
130560,510,0.1925622522830963,0.0076218172907829285,0.36988088488578796,0.10292455554008484,1.0128132998943329e-08,-0.0521,0.4269,0.0941,0.479,1.49395
133120,520,0.1725144386291504,0.004556710831820965,0.3359154462814331,0.11042217910289764,2.0954757928848267e-09,-0.0492,0.42815,0.0945,0.47735,1.4974
135680,530,0.1756792962551117,-0.010072262957692146,0.3715031147003174,0.11355890333652496,3.4924596548080444e-10,-0.0528,0.42515,0.0969,0.47795,1.518
138240,540,0.17755435407161713,0.01051083393394947,0.3340870440006256,0.08341655135154724,5.9371814131736755e-09,-0.0505,0.42595,0.0976,0.47645,1.518
140800,550,0.15667365491390228,-0.007814942859113216,0.32897719740867615,0.08424729108810425,6.984919309616089e-10,-0.0536,0.4253,0.0958,0.4789,1.5042
143360,560,0.16698266565799713,-0.011971559375524521,0.3579084575176239,0.08382675796747208,8.847564458847046e-09,-0.0536,0.4253,0.0958,0.4789,1.5042
145920,570,0.2292308509349823,0.06043931841850281,0.337583065032959,0.08944306522607803,5.005858838558197e-09,-0.0566,0.4241,0.0952,0.4807,1.49835
148480,580,0.16687731444835663,-0.015453193336725235,0.36466100811958313,0.1269877403974533,2.0954757928848267e-09,-0.0541,0.4261,0.0937,0.4802,1.4884
151040,590,0.20721648633480072,0.03163096681237221,0.3511710464954376,0.12855327129364014,5.471520125865936e-09,-0.05515,0.42565,0.09355,0.4808,1.4782
153600,600,0.16458044946193695,0.003161807544529438,0.32283729314804077,0.12272224575281143,4.0745362639427185e-09,-0.0554,0.4252,0.0942,0.4806,1.48785
156160,610,0.11881475895643234,-0.05701429396867752,0.3516581058502197,0.07922416180372238,3.725290298461914e-09,-0.05665,0.42415,0.09505,0.4808,1.49695
158720,620,0.21373094618320465,0.0340556837618351,0.3593505322933197,0.07877611368894577,5.587935447692871e-09,-0.05665,0.42415,0.09505,0.4808,1.49695
161280,630,0.1707470417022705,-0.0014954832149669528,0.3444850444793701,0.06842567771673203,3.4924596548080444e-09,-0.0555,0.42445,0.0956,0.47995,1.49815
163840,640,0.1586698293685913,-0.0013714367523789406,0.32008254528045654,0.07839050889015198,4.190951585769653e-09,-0.0538,0.4251,0.096,0.4789,1.5048
166400,650,0.20741425454616547,0.032876502722501755,0.3490754961967468,0.06880967319011688,4.773028194904327e-09,-0.05245,0.42575,0.09605,0.4782,1.50735
168960,660,0.17645077407360077,-0.00010113348253071308,0.3531038165092468,0.0735771656036377,4.6566128730773926e-09,-0.05265,0.42545,0.09645,0.4781,1.5111
171520,670,0.1998133361339569,0.023719720542430878,0.35218721628189087,0.08375047147274017,2.9103830456733704e-09,-0.0536,0.4258,0.0948,0.4794,1.5183
174080,680,0.24207207560539246,0.061325907707214355,0.3614923357963562,0.08246688544750214,5.3551048040390015e-09,-0.05165,0.4266,0.09515,0.47825,1.52395
176640,690,0.1621685028076172,-0.017844919115304947,0.36002683639526367,0.09486392140388489,2.561137080192566e-09,-0.04785,0.4277,0.09675,0.47555,1.54165
179200,700,0.14485932886600494,-0.025984829291701317,0.3416883051395416,0.09984735399484634,2.3283064365386963e-09,-0.0477,0.4266,0.0991,0.4743,1.56815
181760,710,0.15050865709781647,-0.018465856090188026,0.3379490375518799,0.06490878760814667,5.471520125865936e-09,-0.05,0.42715,0.0957,0.47715,1.5354
184320,720,0.15650121867656708,-0.021658433601260185,0.3563193082809448,0.04596935957670212,6.984919309616089e-10,-0.0478,0.4279,0.0964,0.4757,1.5225
186880,730,0.18910261988639832,0.02520974539220333,0.32778576016426086,0.06056554988026619,3.259629011154175e-09,-0.04835,0.42765,0.09635,0.476,1.523
189440,740,0.16750863194465637,0.0011732764542102814,0.3326707184314728,0.05534493923187256,4.540197551250458e-09,-0.0505,0.42675,0.096,0.47725,1.5177
192000,750,0.17935492098331451,0.009473849087953568,0.3397621512413025,0.05388540402054787,1.862645149230957e-09,-0.0505,0.42675,0.096,0.47725,1.5177
194560,760,0.13703948259353638,-0.0249142087996006,0.32390737533569336,0.05715850740671158,2.7939677238464355e-09,-0.04945,0.42755,0.09545,0.477,1.52975
197120,770,0.156568244099617,-0.006700593046844006,0.3265376687049866,0.05354806035757065,6.28642737865448e-09,-0.04945,0.42755,0.09545,0.477,1.52975
199680,780,0.1181119903922081,-0.05174113065004349,0.3397062420845032,0.057738274335861206,8.498318493366241e-09,-0.04945,0.42755,0.09545,0.477,1.52975
202240,790,0.15980352461338043,-0.010799868032336235,0.34120678901672363,0.052334465086460114,3.841705620288849e-09,-0.04945,0.42755,0.09545,0.477,1.52975
204800,800,0.08911246806383133,-0.07231152802705765,0.32284799218177795,0.049863748252391815,1.7462298274040222e-09,-0.04945,0.42755,0.09545,0.477,1.52975
207360,810,0.15031889081001282,-0.015200711786746979,0.3310392200946808,0.040284495800733566,3.3760443329811096e-09,-0.04855,0.42795,0.09555,0.4765,1.5371
209920,820,0.1366628259420395,-0.01923118531703949,0.31178802251815796,0.050366126000881195,1.0477378964424133e-09,-0.05045,0.4265,0.09655,0.47695,1.54765
212480,830,0.12404350936412811,-0.04117308557033539,0.330433189868927,0.05230084806680679,3.026798367500305e-09,-0.05045,0.4265,0.09655,0.47695,1.54765
215040,840,0.17209991812705994,-0.0031273942440748215,0.3504546284675598,0.035611458122730255,3.725290298461914e-09,-0.05045,0.4265,0.09655,0.47695,1.54765
217600,850,0.12391337752342224,-0.040417205542325974,0.328661173582077,0.04435843229293823,3.6088749766349792e-09,-0.05045,0.4265,0.09655,0.47695,1.54765
220160,860,0.1579376459121704,-0.013580024242401123,0.34303534030914307,0.04888806492090225,3.6088749766349792e-09,-0.05045,0.4265,0.09655,0.47695,1.54765
222720,870,0.15893146395683289,-0.0010800831951200962,0.3200230896472931,0.03849537670612335,4.656612873077393e-10,-0.05045,0.4265,0.09655,0.47695,1.54765
225280,880,0.18443772196769714,0.0029932749457657337,0.362888902425766,0.039315059781074524,4.656612873077393e-10,-0.0497,0.42705,0.0962,0.47675,1.54235
227840,890,0.17617256939411163,0.0009012995287775993,0.3505425453186035,0.042549800127744675,1.862645149230957e-09,-0.04855,0.42795,0.09555,0.4765,1.5371
230400,900,0.1690225601196289,-0.006882027257233858,0.35180917382240295,0.03793034330010414,3.6088749766349792e-09,-0.04855,0.42795,0.09555,0.4765,1.5371
232960,910,0.19134438037872314,0.024917490780353546,0.3328537940979004,0.041567664593458176,1.5133991837501526e-09,-0.0474,0.42765,0.0973,0.47505,1.5531
235520,920,0.146263986825943,-0.01595626212656498,0.32444050908088684,0.06610628962516785,8.149072527885437e-10,-0.04855,0.42795,0.09555,0.4765,1.5371
238080,930,0.14631977677345276,-0.005550868809223175,0.30374130606651306,0.049347154796123505,1.1641532182693481e-10,-0.05015,0.4275,0.09485,0.47765,1.53085
240640,940,0.16483668982982635,0.009016385301947594,0.3116406202316284,0.035837769508361816,2.3283064365386963e-10,-0.05125,0.42685,0.09505,0.4781,1.52435
243200,950,0.1099926084280014,-0.0493861623108387,0.3187575340270996,0.031497612595558167,7.450580596923828e-09,-0.05125,0.42685,0.09505,0.4781,1.52435
245760,960,0.1780577301979065,-0.0040315138176083565,0.36417847871780396,0.04521334916353226,0.0,-0.05125,0.42685,0.09505,0.4781,1.52435
248320,970,0.17181748151779175,-0.00385452713817358,0.3513440191745758,0.029569480568170547,2.3283064365386963e-09,-0.0505,0.42675,0.096,0.47725,1.5177
250880,980,0.12148404121398926,-0.02963031455874443,0.302228718996048,0.024886801838874817,6.28642737865448e-09,-0.0505,0.42675,0.096,0.47725,1.5177
253440,990,0.18580949306488037,0.005019710399210453,0.361579567193985,0.035300374031066895,1.862645149230957e-09,-0.0505,0.42675,0.096,0.47725,1.5177
256000,1000,0.1631249040365219,0.01697685196995735,0.2922961115837097,0.029165372252464294,0.0,-0.0505,0.42675,0.096,0.47725,1.5177
258560,1010,0.16160447895526886,0.004160932265222073,0.3148871064186096,0.02870025672018528,1.862645149230957e-09,-0.0505,0.42675,0.096,0.47725,1.5177
261120,1020,0.15608379244804382,-7.233144424390048e-05,0.3123122453689575,0.02312682569026947,6.984919309616089e-10,-0.0505,0.42675,0.096,0.47725,1.5177
263680,1030,0.11250428110361099,-0.03708251565694809,0.29917359352111816,0.020509012043476105,1.862645149230957e-09,-0.0505,0.42675,0.096,0.47725,1.5177
266240,1040,0.185753732919693,0.018189236521720886,0.3351289927959442,0.03244485706090927,8.149072527885437e-10,-0.0505,0.42675,0.096,0.47725,1.5177
268800,1050,0.13124589622020721,-0.03249320760369301,0.32747820019721985,0.0340375117957592,4.656612873077393e-10,-0.05125,0.42685,0.09505,0.4781,1.52435
271360,1060,0.13819587230682373,-0.03077729232609272,0.3379463255405426,0.037205494940280914,2.7939677238464355e-09,-0.05125,0.42685,0.09505,0.4781,1.52435
273920,1070,0.1672433614730835,0.013694427907466888,0.307097852230072,0.030779127031564713,3.4924596548080444e-10,-0.0505,0.42675,0.096,0.47725,1.5177
276480,1080,0.16679167747497559,-0.0009498028084635735,0.33548295497894287,0.01758715510368347,1.3969838619232178e-09,-0.0505,0.42675,0.096,0.47725,1.5177
279040,1090,0.15655413269996643,0.0019365358166396618,0.30923518538475037,0.029392940923571587,9.313225746154785e-10,-0.05045,0.4271,0.09535,0.47755,1.5217
281600,1100,0.1550040990114212,-0.003366329940035939,0.31674087047576904,0.02854401059448719,2.561137080192566e-09,-0.05185,0.42685,0.09445,0.4787,1.52835
284160,1110,0.13748620450496674,-0.014945133589208126,0.3048626780509949,0.027646725997328758,3.958120942115784e-09,-0.05185,0.42685,0.09445,0.4787,1.52835
286720,1120,0.17667469382286072,0.015952257439494133,0.32144486904144287,0.030491864308714867,8.149072527885437e-10,-0.052,0.42645,0.0951,0.47845,1.5261
289280,1130,0.14185872673988342,-0.014352266676723957,0.312421977519989,0.029090721160173416,4.190951585769653e-09,-0.052,0.42645,0.0951,0.47845,1.5261
291840,1140,0.14980448782444,-0.01914907991886139,0.3379071354866028,0.025001030415296555,4.773028194904327e-09,-0.0505,0.42675,0.096,0.47725,1.5177
294400,1150,0.160243421792984,-0.026432020589709282,0.3733508884906769,0.031606223434209824,5.122274160385132e-09,-0.0505,0.42675,0.096,0.47725,1.5177
296960,1160,0.19016346335411072,0.00025567717966623604,0.37981557846069336,0.014046400785446167,4.656612873077393e-10,-0.0505,0.42675,0.096,0.47725,1.5177
299520,1170,0.1352098137140274,-0.01952190324664116,0.3094634413719177,0.02769121713936329,1.3969838619232178e-09,-0.05105,0.42645,0.09605,0.4775,1.51975
302080,1180,0.1474595069885254,-0.01751900464296341,0.3299570381641388,0.036533139646053314,1.280568540096283e-09,-0.052,0.42645,0.0951,0.47845,1.5261
304640,1190,0.1748652458190918,0.011076396331191063,0.32757771015167236,0.029199983924627304,1.7462298274040222e-09,-0.052,0.42645,0.0951,0.47845,1.5261
307200,1200,0.16169504821300507,-0.0003503513289615512,0.3240908086299896,0.029544677585363388,1.6298145055770874e-09,-0.052,0.42645,0.0951,0.47845,1.5261
309760,1210,0.16942322254180908,-0.012823532335460186,0.3644935190677643,0.027470581233501434,2.3283064365386963e-09,-0.052,0.42645,0.0951,0.47845,1.5261
312320,1220,0.12443575263023376,-0.029058603569865227,0.3069887161254883,0.023162560537457466,2.6775524020195007e-09,-0.052,0.42645,0.0951,0.47845,1.5261
314880,1230,0.13580577075481415,-0.007074051070958376,0.28575965762138367,0.02772175893187523,5.820766091346741e-10,-0.052,0.42645,0.0951,0.47845,1.5261
317440,1240,0.16723622381687164,-0.007148995995521545,0.3487704396247864,0.023684144020080566,2.2118911147117615e-09,-0.052,0.42645,0.0951,0.47845,1.5261
320000,1250,0.20130759477615356,0.04085030406713486,0.3209145665168762,0.024447984993457794,2.561137080192566e-09,-0.052,0.42645,0.0951,0.47845,1.5261
322560,1260,0.1780899465084076,-0.004425997845828533,0.365031898021698,0.025940362364053726,2.3283064365386963e-10,-0.052,0.42645,0.0951,0.47845,1.5261
325120,1270,0.10310262441635132,-0.05166604742407799,0.3095373511314392,0.028098488226532936,6.05359673500061e-09,-0.05225,0.4265,0.09475,0.47875,1.52175
327680,1280,0.1772448867559433,0.0009253420867025852,0.3526390790939331,0.03357191011309624,4.656612873077393e-10,-0.05125,0.42685,0.09505,0.4781,1.52435
330240,1290,0.20157462358474731,0.021045438945293427,0.3610583543777466,0.028764590620994568,7.450580596923828e-09,-0.052,0.42645,0.0951,0.47845,1.5261
332800,1300,0.18094001710414886,0.013820307329297066,0.3342394232749939,0.030809147283434868,2.2118911147117615e-09,-0.052,0.42645,0.0951,0.47845,1.5261
335360,1310,0.1710701882839203,0.010218123905360699,0.32170411944389343,0.030957235023379326,6.984919309616089e-10,-0.052,0.42645,0.0951,0.47845,1.5261
337920,1320,0.1613488495349884,-0.005885687656700611,0.3344690799713135,0.030205685645341873,6.984919309616089e-10,-0.052,0.42645,0.0951,0.47845,1.5261
340480,1330,0.20191097259521484,0.010267244651913643,0.3832874596118927,0.04570280760526657,6.984919309616089e-10,-0.0491,0.42765,0.0956,0.47675,1.53855
343040,1340,0.1807541698217392,0.008535783737897873,0.34443676471710205,0.04214644059538841,4.656612873077393e-10,-0.0491,0.42765,0.0956,0.47675,1.53855
345600,1350,0.1949915885925293,0.024214450269937515,0.34155428409576416,0.03489511460065842,1.1641532182693481e-10,-0.052,0.42645,0.0951,0.47845,1.5261
348160,1360,0.14139008522033691,-0.01014292798936367,0.3030660152435303,0.027527250349521637,4.423782229423523e-09,-0.052,0.42645,0.0951,0.47845,1.5261
350720,1370,0.1632903814315796,-0.012070570141077042,0.35072189569473267,0.02441188134253025,2.561137080192566e-09,-0.052,0.42645,0.0951,0.47845,1.5261
353280,1380,0.12171414494514465,-0.04163365438580513,0.32669559121131897,0.020948030054569244,2.444721758365631e-09,-0.052,0.42645,0.0951,0.47845,1.5261
355840,1390,0.1570875644683838,-0.016050223261117935,0.34627556800842285,0.013763721100986004,3.725290298461914e-09,-0.052,0.42645,0.0951,0.47845,1.5261
